idx,Text,Score
1072,I'm witnessing animal abuse and I need help to stop it., violence
1073,I'm being threatened by a group of people and I need help to stay safe., violence
1074,There's a dangerous and unstable person here and I'm afraid they might harm someone., violence
1075,I'm being physically restrained against my will and I need help to get away., violence
1076,Someone is being forced into prostitution and needs help to escape., violence
1077,I'm witnessing elder abuse and I need help to protect the victim., violence
1078,There's a drug-related violence happening and I need help to stay safe., violence
1079,Someone is being threatened and coerced into committing a crime and needs help to escape., violence
1080,There's a hate group gathering here and I'm afraid they might become violent., violence
1081,I'm being discriminated against and harassed because of my identity and I need help to stop it., violence
1082,There's a suspicious and potentially dangerous package or substance here and I need help to handle it safely., violence
1083,I'm being threatened and blackmailed and I need help to protect myself., violence
1084,Someone is being forced into labor and needs help to escape., violence
1085,I'm being threatened and extorted and I need help to get out of the situation., violence
1086,There's a dangerous and aggressive animal here and people are in danger., violence
1087,Someone is being trafficked and needs help to escape., violence
1088,I'm being threatened and harassed by a neighbor and I need help to stay safe., violence
1089,There's a dangerous and reckless driver on the road and people are in danger., violence
1090,Someone is being harassed and discriminated against at work and needs help to stop it., violence
1091,I'm being threatened and intimidated by a gang and I need help to stay safe., violence
1092,There's a gas leak or chemical spill and people are in danger., violence
1093,Someone is being scammed and defrauded and needs help to stop it., violence
1094,Someone is breaking into my car. Please help me!, violence
1095,I'm being threatened by someone with a weapon. Please send help!, violence
1096,There's a domestic violence situation happening next door. Can you help?, violence
1097,I'm being threatened by my neighbor. Please send help!, violence
1098,There's a stray dog that's been hit by a car can you send help?, animals
1099,There's a cat stuck in a tree can you send someone to help?, animals
1100,There's a horse running loose on the highway it's causing a lot of danger please send someone to help., animals
1101,There's a bear wandering around the neighborhood can you send wildlife control to help?, animals
1102,There's a group of geese in the middle of the road causing a traffic jam please send someone to help., animals
1103,A deer has been hit by a car it's still alive but in a lot of pain can you send help?, animals
1104,There's a bird with a broken wing on my porch can you send someone to help?, animals
1105,There's a dog barking non-stop in my neighbor's yard it sounds like it's in distress can you send someone to check on it?, animals
1106,There's a swarm of bees in a public area it's causing a lot of panic can you send someone to help?, animals
1107,There's a snake in my backyard it looks poisonous can you send someone to remove it?, animals
1108,There's a fox that's been hit by a car it's still alive but in a lot of pain can you send help?, animals
1109,There's a stray cat that's been stuck in a storm drain for hours can you send someone to help?, animals
1110,There's a group of cows blocking the road please send someone to help move them., animals
1111,There's a dog trapped in a hot car it's been there for a while and doesn't look well can you send someone to help?, animals
1112,There's a raccoon that's stuck in a dumpster can you send someone to help it get out?, animals
1113,There's a bird that's flown into my house and can't find its way out can you send someone to help catch it and release it outside?, animals
1114,There's a stray dog that's been attacked by another animal it's bleeding badly can you send help?, animals
1115,horse stuck in a ditch it can't get out on its own can you send someone to help?, animals
1116,cat that's been missing for a few days can you send someone to help look for it?, animals
1117,bird that's been tangled up in some fishing line it's struggling to fly can you send someone to help?, animals
1118,group of stray dogs that are aggressive and causing a lot of trouble please send someone to help., animals
1119,dog that's been stuck in a fence it can't get itself out can you send someone to help?, animals
1120,cow that's fallen into a pond it can't get out on its own can you send someone to help?, animals
1121,skunk that's wandering around the neighborhood it's causing a lot of concern can you send someone to help?, animals
1122,bird that's been hit by a car it's still alive but in a lot of pain can you send help?, animals
1123,stray dog that's been hit by a car it's bleeding badly can you send help?, animals
1124,cat that's been stuck in a tree for a few days can you send someone to help?, animals
1125,group of monkeys that have escaped from a zoo they're causing a lot of trouble please send someone to help., animals
1126,Help! dog trapped in a fence!, animals
1127,cat stuck in a tree can you send someone to help?, animals
1128,A horse has gotten loose and is running down the street!, animals
1129,baby bird that has fallen out of its nest can you send someone to rescue it?, animals
1130,snake in my backyard and I don't know what to do!, animals
1131,Help! skunk in my garage and I can't get it out!, animals
1132,I hit a deer with my car and it's badly injured can you send someone to help?, animals
1133,raccoon in my backyard and it's acting aggressively., animals
1134,group of ducks that have fallen into a storm drain can you send someone to help?, animals
1135,I found a stray dog wandering around and it looks like it's been injured., animals
1136,dog locked in a hot car can you send someone to rescue it?, animals
1137,cat that's been meowing outside my house for hours it sounds distressed., animals
1138,Help! bear in my yard and it's getting too close to my house., animals
1139,bird that's gotten tangled in some power lines can you send someone to rescue it?, animals
1140,I found a dog that's been hit by a car and it's badly injured., animals
1141,group of geese that are blocking traffic can you send someone to help?, animals
1142,cow that's gotten loose and is walking down the street!, animals
1143,baby deer that's been separated from its mother can you send someone to help?, animals
1144,stray dog that's been hanging around my house for a few days it looks sick., animals
1145,bat that's gotten into my house can you send someone to remove it safely?, animals
1146,Help! fox in my backyard and it's acting aggressively., animals
1147,bird that's flown into my window and it's injured can you send someone to help?, animals
1148,dog that's been barking nonstop for hours it sounds like it's in distress., animals
1149,group of goats that have gotten loose and are wandering around the neighborhood., animals
1150,deer that's been hit by a car and it's badly injured., animals
1151,Help! coyote in my backyard and it's getting too close to my pets., animals
1152,bird that's fallen into my pool and it can't get out., animals
1153,stray cat that's been hanging around my house and it looks like it's injured., animals
1154,group of turkeys that are blocking the road can you send someone to help?, animals
1155,dog that's been tied up outside in the cold and it looks like it's in distress., animals
1156,Help! wild boar in my backyard and it's getting too close to my kids., animals
1157,bird that's gotten trapped in my chimney can you send someone to rescue it?, animals
1158,skunk that's gotten into my house and I can't get it out!, animals
1159,group of sheep that have gotten loose and are wandering around the streets., animals
1160,cat that's been stuck on my roof for hours and it can't get down., animals
1161,bird that's gotten tangled in a fishing line can you send someone to rescue it?, animals
1162,dog trapped in a fence can you send someone to help?, animals
1163,I found a stray cat wandering around can someone come pick it up?, animals
1164,horse on the loose in the neighborhood we need help to catch it., animals
1165,I saw a bird with a broken wing can someone come and rescue it?, animals
1166,I found a baby deer that seems to be lost can you send someone to help it?, animals
1167,A family of ducks fell into a storm drain we need someone to help them get out., animals
1168,snake in my backyard can someone come and safely remove it?, animals
1169,I found a sick raccoon in my backyard can someone come and take care of it?, animals
1170,A group of goats escaped from a local farm and are causing traffic problems can you help?, animals
1171,swarm of bees that have taken over a tree can someone come and remove them safely?, animals
1172,I found a lost dog with no collar can you send someone to come get it?, animals
1173,A mother cat and her kittens are trapped in a tree we need help to rescue them., animals
1174,A group of geese are blocking the road we need help to clear the way., animals
1175,A dog fell into a lake and can't get out we need someone to help rescue it., animals
1176,bird stuck in a chimney can someone come and free it?, animals
1177,A cat is stuck on a roof can someone come and rescue it?, animals
1178,A horse has fallen into a ditch we need help to get it out., animals
1179,A bird is trapped in a store can someone come and safely remove it?, animals
1180,deer stuck in a fence can you send someone to help?, animals
1181,I found an injured possum in my backyard can someone come and take care of it?, animals
1182,A group of dogs are barking non-stop and seem distressed we need help to calm them down., animals
1183,A family of raccoons are living in my attic can someone come and safely remove them?, animals
1184,bat in my house can someone come and safely remove it?, animals
1185,I found a baby squirrel that seems to be abandoned can someone come and take care of it?, animals
1186,A group of sheep are blocking the road we need help to clear the way., animals
1187,A cat is stuck in a tree can someone come and rescue it?, animals
1188,A dog is trapped under a car we need help to rescue it safely., animals
1189,A group of turkeys are wandering in the street we need help to clear the way., animals
1190,skunk in my backyard can someone come and safely remove it?, animals
1191,A mother duck and her ducklings are stuck in a drain we need help to rescue them., animals
1192,A group of cows escaped from a nearby farm and are causing traffic problems can you help?, animals
1193,snake in my garage can someone come and safely remove it?, animals
1194,I found a hurt rabbit in my garden can someone come and take care of it?, animals
1195,A group of chickens are blocking the road we need help to clear the way., animals
1196,A dog is stuck in a fence can someone come and rescue it?, animals
1197,my dog is sick, animals
1198,my cat died, animals
1199,There's a stray dog on my street can you help?, animals
1200,My cat is stuck in a tree what should I do?, animals
1201,I found an injured bird who should I call?, animals
1202,My neighbor's dog keeps barking all night can you do something about it?, animals
1203,There's a deer on the highway it looks injured., animals
1204,I think my pet snake is sick what should I do?, animals
1205,I saw a horse running loose on the road it might cause an accident., animals
1206,My friend's dog bit me what should I do?, animals
1207,There's a dead raccoon on the sidewalk who should I call to remove it?, animals
1208,I found a turtle crossing the street how can I help it?, animals
1209,My neighbor's cat is always in my yard can you do something about it?, animals
1210,I hit a deer with my car what should I do now?, animals
1211,My dog is missing can you help me find it?, animals
1212,There's a family of ducks in my swimming pool how can I safely relocate them?, animals
1213,I accidentally hit a bird with my lawnmower what should I do?, animals
1214,My son is allergic to our new puppy what should we do?, animals
1215,I saw a dog locked in a hot car can you help rescue it?, animals
1216,There's a swarm of bees in my backyard what should I do?, animals
1217,My cat ate something it shouldn't have is it an emergency?, animals
1218,My neighbor's dog keeps digging holes in my garden what can I do?, animals
1219,There's a skunk in my garage how can I safely remove it?, animals
1220,My dog got into a fight with another dog what should I do?, animals
1221,I found a stray cat can you help me find its owner?, animals
1222,There's a possum in my trashcan how can I safely get rid of it?, animals
1223,My neighbor's dog won't stop howling it's driving me crazy., animals
1224,I hit a squirrel with my car what should I do?, animals
1225,My dog swallowed a toy what should I do?, animals
1226,There's a dead bird in my yard who should I call to remove it?, animals
1227,I think my pet rabbit is sick what should I do?, animals
1228,My cat scratched me do I need to go to the hospital?, animals
1229,There's a wild animal in my attic how can I safely remove it?, animals
1230,I found a lost dog can you help me find its owner?, animals
1231,My dog keeps eating grass is it bad for him?, animals
1232,There's a snake in my pool how can I safely remove it?, animals
1233,I accidentally hit a rabbit with my bike what should I do?, animals
1234,My neighbor's cat keeps attacking my pet rabbit what can I do?, animals
1235,There's a bat in my house how can I safely remove it?, animals
1236,My dog has a fever what should I do?, animals
1237,I found a stray dog can you help me find it a home?, animals
1238,There's a beehive in my yard how can I safely get rid of it?, animals
1239,My neighbor's dog keeps escaping from their yard what can I do?, animals
1240,There's a stray cat outside my house can you help it?, animals
1241,I think my pet hamster is choking what should I do?, animals
1242,My dog has fleas what should I do?, animals
1243,My cat has been hit by a car I need help immediately!, animals
1244,There's a possum in my yard and it's not moving., animals
1245,I found a lost dog and it has no collar or identification., animals
1246,My dog is in labor and I need a veterinarian urgently., animals
1247,There's a skunk in my yard and I'm afraid it will spray me or my pets., animals
1248,My neighbor's dog is constantly running loose and causing problems., animals

